City_Index,Population,Avg_Temperature,Annual_Rainfall
193,814743,9.129519331827161,350.9290663020658
194,960388,-1.417430163353341,1659.7487001842646
195,678628,19.2759176763425,936.7101424359519
196,982137,30.189099651056075,1235.2783832669202
197,389801,10.546699058977445,737.8475471808548
198,963762,37.77740069490015,1345.7277027558744
199,156363,6.484553281234277,1186.6167539614225
200,333797,14.736340459489998,1967.8082463621495
201,707925,10.446709619745718,388.83190431956746
202,306705,-7.67509901862777,1673.7951728599533
203,932709,1.107754167332434,616.9388081852144
204,739392,18.908367494964647,916.1515878907849
205,391090,12.137689539993278,582.0516214339486
206,428919,-3.5612752703699755,1247.0149849511292
207,83212,-5.130639175861559,963.5935069808447
208,498128,4.839166381690195,1719.749456783926
209,621287,3.6421166038490576,726.4677959965684
210,228450,10.356279930793981,1704.2406936513407
211,261208,-1.582700704616455,1079.6573716700082
212,622950,17.241706773004097,1614.727533056921
213,392747,5.383977188616377,1214.2734663641347
214,282324,15.900476092201842,592.4530640878083
215,391106,16.37933469718937,1867.080311753669
216,664005,7.977940341245553,1582.5033806169436
217,994045,8.348656152505583,1789.6283332603912
218,643103,5.225689503582895,1512.0863206103488
219,428592,-2.836666853197819,1862.5477848316034
220,589649,32.8711013648948,1352.9721174695358
221,554656,17.35611609758064,1293.8395948917616
222,389797,19.55940874928242,1401.1394622913867
223,947163,39.11943039021006,958.6189451231787
224,563603,37.643568205350775,395.94429688574627
225,325381,21.724196920754295,1561.0364622360114
226,290121,-4.956352976518294,760.0670442220309
227,618568,-5.716738230026727,1563.4635600857587
228,808046,3.4506106980636133,1589.201083603678
229,871587,24.808973197443187,1154.6615006459833
230,387057,-8.372035287779951,229.07179561743894
231,77082,-9.115016669012679,1875.5946122574485
232,539230,28.443074854422008,1213.266034921386
233,423501,-2.316963043145045,1761.4860912861595
234,249069,6.656591044887236,868.8199384059976
235,462490,-8.334676421047861,1769.892786149948
236,573568,1.8410360806407873,1975.0084110251692
237,909799,20.47950511123794,943.0419460061125
238,216199,25.154586304564987,1126.7016443443051
239,684112,1.3130501179201985,826.2258338297627
240,962535,-0.29917793805210025,769.6023422654791
241,873780,4.595877949736774,1691.6009816854219
242,489728,29.40960863256857,442.36007787817573
243,857273,36.703581453554825,658.6785371447959
244,728553,-5.835562898526089,740.0931009945394
245,528158,33.21013770983062,1405.2248629256337
246,563432,5.851403042479584,487.5396629779498
247,76130,34.35254185615179,1360.6603627193049
248,672522,25.697963670100677,1336.7774616520337
249,666969,7.216020366953757,1375.326517519803
250,87614,3.308934279717832,733.0910204518246
251,74129,18.84964770949874,298.84703106355084
252,556508,37.11507006933444,1096.3037970644234
253,403752,21.311344674233897,1180.7800356241692
254,924103,12.897360037746374,370.0753566462216
255,715695,35.45430843004395,979.2565758819333
256,715959,23.300245357277177,819.8476117807984
257,935669,-2.620227253258319,772.8472217577103
258,210402,32.071563721760725,273.19623713198035
259,242578,22.853732752409826,1594.3412902409855
260,358382,9.965930109632264,1949.8692621164712
261,110432,18.826376947515687,359.7764563664056
262,952966,31.766986327364947,486.7097142716454
263,474925,4.869954976438249,1141.7028901470258
264,698482,17.202370042361927,277.99625775550714
265,734690,7.670692087312695,408.9381751250098
266,876501,6.027548097499732,1960.3739721600173
267,73425,30.332843134869528,1040.9264832397548
268,63797,18.57959733346686,535.8551973566678
269,998422,-5.240628902667029,806.7799767546275
270,330197,38.05986128224326,908.8481464548937
271,628500,13.343859607737855,331.90797158931446
272,611891,29.627320753499845,977.5948871282817
273,701514,-9.873204948235111,1182.7311378713653
274,630129,-6.590797886632062,1202.4529247983724
275,151721,4.967219488038181,1302.834533582022
276,194580,0.3561610638216841,1327.6831188147787
277,93562,-0.2226244828068733,1299.924868065996
278,568989,7.496472490757352,1922.5031034643691
279,602221,13.260865627806393,1258.3620366289638
280,558748,1.1837336969390915,421.5076309147465
281,980936,39.4327984732125,1517.537412607389
282,146072,28.04110349536964,595.5213103166943
283,891966,-0.4295258919719682,1259.6707739886074
284,265292,0.6872138463059478,418.31643414284605
285,190302,37.65461984984141,1331.3732929385023
286,82275,-9.91313640202581,1746.7786345790016
287,82269,38.224057834677,896.5018134625681
288,801151,9.003426355226999,1911.3570135738669
289,935162,23.600886973745418,1247.1600154845567
290,99547,10.732471694321909,251.67045276680983
291,594614,37.74207362098663,251.27410789980686
292,745271,33.506303565286146,1014.858709673662
293,886185,30.130733701137302,501.97687712236944
294,397014,34.649143623409465,1817.3547746621543
295,447659,-0.5842688554261422,1950.2565357947306
296,892465,18.689351033043174,919.7543324236444
297,437368,12.231387457656226,1208.3039713020135
298,720120,27.33919016134712,544.6625630334979
299,839572,2.7780987740014726,733.8775597947795
300,742322,17.82608092519582,1373.7169672746975
301,459126,8.540806493589919,388.4073695832533
302,769873,6.004362712897784,1804.4713080997476
303,770400,-9.305911581178202,1788.318962950868
304,788758,8.276667244273387,1375.0122884346654
305,481744,11.321642146964347,1537.4528340933136
306,772645,22.876542620851573,926.6631757623119
307,272651,39.34528133797018,1710.737181341461
308,993852,4.049860840701333,847.8885587196122
309,210961,32.040270791788316,1638.9023709282667
310,900243,24.92147254895397,1683.7803671221382
311,257327,20.505910283644482,1952.0370923250478
312,954517,-6.166169720721262,409.60567183279767
313,733209,-1.174336422269059,255.9046675982646
314,589764,5.343821364306553,1829.3929005371997
315,687754,10.822443613355833,850.220601236373
316,623537,-2.557492052509721,1365.7427334561412
317,299178,31.918394056935696,825.7283082299535
318,456519,7.127742041115994,540.0512582525561
319,720295,3.025342625244047,625.7191243212891
320,682049,13.106649940920772,314.5180646296437
321,179428,32.64885902235321,1154.5305669572408
322,764808,-1.1121478257991733,1903.980737699652
323,502328,32.44065910793002,385.2447185606047
324,168381,-9.691163083246547,590.829835921056
325,62458,25.250017668883835,1511.9067479754297
326,886076,39.13088014947704,1013.0358208535148
327,321565,-2.1452054235347315,703.722664956036
328,117674,21.81227997004699,622.7283822321767
329,922894,-0.8897021453913823,955.5834272429465
330,795958,31.411650779087452,508.77361023743066
331,271644,15.660791580445384,1462.948894638167
332,189337,31.052236424148774,1129.114861184006
333,425406,-1.514011433059867,1064.455008072868
334,50589,10.484555077819124,1249.726592546129
335,368592,9.414053603609315,1478.7598306834989
336,861803,12.071249627331447,477.9616172516814
337,685025,0.1397850969626333,312.21348475428965
338,398406,39.54235641164784,659.9301927448798
339,593372,39.182867530280376,942.3098737543886
340,716655,33.55057562638486,291.94579076883605
341,857935,37.78772760701286,1052.8269880249188
342,346560,20.051445515618962,1297.8320197862488
343,841662,29.221164204738272,1681.543776192871
344,130666,6.006518916653086,1563.7586071262454
345,280691,-4.003597847075104,463.756677196723
346,487160,9.06656718413311,289.98392891935043
347,429268,30.394510025851396,1147.983248230244
348,329628,-6.892043724206683,301.0573014539168
349,448715,10.132665214665828,675.3105699111691
350,720309,14.955704013531498,1825.3637915247605
351,282297,8.786575230333437,971.2337769455725
352,633839,9.446487266532259,683.6101303594846
353,816821,33.23015452415799,1490.6672612712493
354,585462,-3.0177049236269093,774.159852944755
355,183375,15.003213270819654,1086.8661253673922
356,987042,31.386601342055677,1088.6562039054875
357,624503,-2.4321800064668633,665.2082904211201
358,821605,19.76025114734111,246.81026435711212
359,709270,20.977517887174276,1824.652909074701
360,552421,33.58516985288957,1185.7606437102647
361,231035,7.615080832764608,1176.5288719667788
362,116584,7.104468210313247,1866.8185330269234
363,396867,0.6287098260754505,692.1977643598964
364,571659,34.145436794534135,339.676374742461
365,900663,-7.636311855064411,654.2682859525662
366,223162,37.949514434940696,1206.4739328572364
367,299834,-1.471070965885792,560.4986655945912
368,849180,2.6031587024804654,216.75607252839336
369,927665,17.54910215490452,954.9159979612488
370,276976,38.85288372868045,1914.5196958310146
371,761711,1.2430879186434627,1048.3172379499351
372,771046,22.61326166991502,1829.801607055939
373,551947,28.22832862355539,224.5225910235145
374,990963,-4.174387319033342,1264.0542036599363
375,487187,29.705535701320045,1435.6491269883722
376,293766,18.230547270147955,1550.7519660248952
377,583953,2.244125439549986,838.5472604829342
378,135392,5.705584991382754,884.7704633547119
379,487508,1.5114634488605088,1097.1706695588437
380,885908,25.23747658839637,1520.01405592173
381,387773,-5.20501819819252,1133.2712273322318
382,703331,0.8030377939490947,1197.3245042906108
383,682899,27.365310502179412,284.0958496078089
384,527132,12.763151592459618,728.9721258308381
385,892668,12.662693810016478,336.28581362470555
386,693467,28.54252640833164,726.3338276685234
387,856375,11.799837803078574,1456.89029424084
388,500863,25.54567425224476,1663.2609446892252
389,50989,24.875593362893504,466.83699698419707
390,139612,5.844286371686028,743.7297152690455
391,417078,10.273078368860553,1582.4493519651278
392,731345,-8.824547635141101,983.4283443859125
393,423184,-0.2198895069821596,1562.8194456958495
394,476885,18.097605674975522,1251.5473286252097
395,552051,29.151623515030366,346.3416888142649
396,192596,11.29347575745242,279.97027872729814
397,997511,2.0227329976728754,1796.4775705139575
398,644425,31.951069933335276,1139.140434123869
399,631908,13.857293532825846,616.5595233834117
400,126208,14.211809023707502,393.8964545215972
401,658232,37.23298067733549,1557.244942860368
402,80260,6.742119658266525,224.54264972328087
403,102102,36.37182337874917,564.8443285498828
404,184584,-1.6280939369043033,1251.422918543982
405,975908,-9.665563494587934,1678.5308383431143
406,604459,34.16577810290691,204.00912711759173
407,156971,38.59139572824202,1610.1425903966224
408,126027,34.93834833549417,843.2194125438103
409,983011,2.4343974100558423,1630.4353966338258
410,927094,6.704559989246082,1009.9407872808978
411,707474,25.52061415975961,1822.4583890385911
412,573303,31.61471367989283,965.9882882755106
413,945356,-6.651670786897636,513.5759157966386
414,974920,14.068191673054056,1231.8162611865237
415,299951,38.55434908198226,1101.1026354926923
416,582047,29.179754428308968,1058.2213851733432
417,366779,-2.450376289371322,1096.9400296436088
418,534536,29.59961255011619,302.79434260549175
419,788362,33.079560600430185,651.4722667588665
420,825007,34.94705389333672,1623.6019849309114
421,430027,-3.389480933798424,364.0370521122652
422,820863,18.775864463211263,240.09752393644632
423,901748,-1.2755102631175603,742.3590853615782
424,974831,18.412822215018885,948.589025928218
425,303451,14.394559065218598,226.07211236561474
426,201492,-2.939270231452853,1655.3840031367374
427,651871,-0.2429636831478419,1822.427621495074
428,157589,25.009686528008274,1722.4974024675382
429,995972,-9.868728370556992,720.8542817189153
430,463481,18.093355144878135,1594.977589908382
431,813791,18.339223285842685,1509.850620406966
432,833670,-7.218738871436239,1341.5461922382178
433,897594,0.6255348756732761,344.0475590255161
434,448700,-2.7158952062553556,453.5296269687342
435,256106,-2.4966017722168132,1085.3904333790895
436,135688,-1.0174589571377979,992.8742471984604
437,755417,23.392948071043875,316.939102638744
438,681806,33.719631773996845,1017.8394128825819
439,692212,18.390808697983594,1225.6536307206773
440,839228,-3.8669099523312127,464.5968729004959
441,534590,2.567811218718772,1199.5176689257796
442,96494,9.75694503641483,1429.3212509228465
443,745044,26.683720497300307,900.5325953720578
444,179317,-7.924198240723326,1122.8235923132488
445,352803,32.82750242339114,752.9329315269738
446,670534,10.815647124615811,400.38513540885134
447,779645,38.75722395703629,1137.561715767334
448,992550,11.593182387802301,1644.3663405203363
449,335305,27.849636201033512,1294.5024866242952
450,625512,-2.09442032070908,1537.6015593361622
451,343339,-3.256845209743094,1886.0464932868829
452,314737,17.36741713009162,569.5632709873048
453,589804,27.858788582586087,764.8938217780087
454,520137,-2.613443617440505,1689.813013573921
455,241829,-2.0909152564718836,662.0942673260977
456,942000,1.4752050479950736,979.0603079644378
457,920557,-8.306973303663636,1420.8731440911818
458,277396,5.251580879264454,599.8181528717856
459,132213,21.26529126453606,776.7710017605405
460,693048,34.17468803327778,1842.2358333823183
461,163194,33.07665839010257,1997.5245202906826
462,137125,3.896218924009812,1805.7753723441765
463,68440,-4.594799907130827,1349.0872959644068
464,61962,30.143353265932348,1796.3377999660886
465,793651,15.750093649815287,894.7692445741603
466,132257,6.698782946779385,774.325786201701
467,782799,15.821797082606992,259.69262270270116
468,799550,-5.269196755420044,1779.8058013892312
469,543281,23.69319591710574,1955.7351950757109
470,558853,37.51864532094838,620.2756259412378
471,339503,21.09864447478387,1221.48746493799
472,421990,20.14301203189139,1535.6961391428642
473,210628,-6.382396201643422,723.4512488793649
474,322957,27.297260069877893,1130.944841498998
475,430864,38.47539785411181,963.9016641792755
476,896399,-7.151371491373595,1688.3443897730392
477,868221,18.934970353715322,1565.5322693587966
478,939677,0.5360592973775535,1223.0405240986024
479,668890,-4.424491408288652,319.07500825638965
480,55546,32.015523047391696,1568.2943773290128
481,756555,37.0762881471045,463.02848882169445
482,998755,-9.123541116825415,817.2030644002274
483,638368,-8.058711528647663,1307.6135191313651
484,485010,24.589055677598985,718.5750090914046
485,97196,5.076932419374694,1769.0761643126882
486,452565,2.141757281172117,354.40876413521926
487,622666,39.31687346616423,1099.1341273056032
488,463178,39.7116390090161,1956.2520197727083
489,587197,34.63463556360211,1782.3871495421781
490,529292,29.87558815471705,1477.8090226761822
491,418760,19.367788177924183,983.6557006883787
492,517726,1.1059249046370319,1340.3492085731395
493,641851,-1.3949856719361016,1423.7954429897525
494,76938,2.579634274255863,1563.2361847995073
495,423378,21.787498538201426,892.7746407683413
496,558239,20.94751794154546,608.4060495132294
497,181759,5.142195979011962,592.6909687098686
498,174394,-3.843379727878629,447.9335826039578
499,709126,-2.8676588341787346,666.9415369093703
500,388477,15.15211719635806,964.3590828070087
