This data set is used in CMSE 201 Section 004
IDX TYPE X Y Z VX VY VZ
99433 2 0.858666 9.64704 26.2085 -0.197339 -0.244137 0.327367 
108570 2 0.99667 8.39401 26.2867 -0.253906 0.128387 -0.227955 
99478 2 0.739838 9.39789 30.558 0.615611 0.111264 -0.255203 
114669 2 0.671747 7.37767 30.757 -0.295685 -0.169311 -0.165047 
98154 2 0.502601 9.69873 32.9836 0.187504 0.158724 0.195932 
99365 2 0.904038 7.1535 33.4227 0.0175176 -0.111294 -0.122821 
107933 2 0.173205 9.47602 33.9785 0.413914 -0.0772357 0.177862 
110796 2 0.911797 9.33585 32.9034 -0.134463 0.772225 -0.29901 
114670 2 0.684094 9.23744 30.4752 -0.0662997 0.177559 -0.0653274 
99477 2 0.490486 8.85645 30.5543 0.0487839 -0.0906124 0.209169 
99340 2 0.865126 5.85645 35.7128 -0.218669 0.204313 -0.00223404 
103099 2 0.259804 6.40499 36.9074 -0.242833 0.563338 0.440526 
103100 2 0.62712 8.52711 37.2407 0.418911 0.138213 -0.171905 
112326 2 0.967671 5.55309 35.2112 0.126493 -0.0440135 -0.180858 
101129 2 0.980213 9.25773 37.7812 -0.351815 -0.115958 0.647405 
97095 2 0.673458 9.50724 35.1345 -0.475865 0.337583 0.0791662 
106270 2 0.900672 5.67391 37.1275 0.119539 -0.508152 0.534577 
100729 2 0.981398 5.35844 37.6648 -0.237119 0.0494265 -0.256268 
114986 2 0.509875 14.5568 1.86395 -0.240433 -0.181228 -0.35961 
106764 2 0.377816 10.2267 4.14984 -0.329868 -0.365503 0.25147 
114985 2 0.333348 12.5466 1.73077 0.678157 -0.175885 -0.349795 
109035 2 0.141633 10.8886 9.9229 0.164062 -0.313564 0.0494564 
109036 2 0.433891 10.8164 11.117 -0.0787228 -0.471455 0.395377 
102825 2 0.845065 13.8588 12.1167 -0.706201 0.23195 0.0646278 
104886 2 0.761037 10.5066 11.359 -0.00866524 -0.270329 -0.0773707 
98237 2 0.382205 14.9833 10.0509 -0.195672 -0.647252 0.427191 
100792 2 0.592458 12.4867 19.5924 -0.546318 0.366207 0.250754 
110164 2 0.94466 10.0338 18.7351 0.529429 0.652226 -0.332341 
100791 2 0.832848 14.6552 19.6462 0.620059 0.575175 -0.242055 
96221 2 0.644207 13.8915 20.7115 0.253569 0.0689598 0.173984 
98222 2 0.815519 12.5165 22.257 -0.366653 -0.173939 0.210474 
109178 2 0.983282 14.4351 28.7803 0.334401 0.111834 0.225817 
114493 2 0.879806 11.6748 27.9827 0.00131763 -0.494617 -0.0662282 
106485 2 0.126556 11.4939 29.6229 0.19805 -0.445464 0.0832379 
109177 2 0.747668 12.2622 28.419 -0.383676 0.202522 0.0753496 
99434 2 0.781307 11.3427 26.0182 -0.0202147 -0.04775 -0.476338 
106444 2 0.803781 10.4716 25.9446 0.0196306 0.102335 -0.307741 
106443 2 0.435498 12.2886 25.9715 0.217073 0.629634 0.507672 
106486 2 0.381345 10.4763 29.1415 0.273755 0.217897 0.293855 
98153 2 0.659089 11.6409 33.15 0.370796 -0.128247 0.218792 
107934 2 0.375344 11.4016 34.6403 -0.172182 -0.0374067 -0.197918 
110795 2 0.922666 11.138 32.837 0.384994 -0.0201007 0.181673 
98958 2 0.53843 14.2161 34.4038 0.0193802 0.22402 -0.0419511 
101753 2 0.807464 14.5542 34.8903 0.170732 -0.790553 0.275471 
100712 2 0.723182 14.9192 37.3348 0.0664827 0.159462 0.543325 
100541 2 0.87525 14.2949 36.0597 -0.189212 0.317086 -0.191214 
112197 2 0.430951 14.1731 39.647 0.0263282 0.099115 -0.617261 
100542 2 0.58456 12.1713 35.7832 0.125178 0.155153 -0.228135 
103542 2 0.642263 12.1215 38.2883 -0.36549 0.440921 -0.294077 
106757 2 0.94889 12.3257 37.3489 -0.39402 -0.14838 -0.0115842 
100711 2 0.54678 12.835 37.4174 -0.644054 0.390804 0.188074 
97096 2 0.757027 11.5726 35.4089 0.29861 0.452712 -0.236873 
106758 2 0.566391 13.6376 37.2514 -0.0804936 -0.289399 0.383215 
112198 2 0.14815 11.9793 39.7893 -0.362356 0.0537576 0.0490307 
114223 2 0.905688 19.05 0.5066 -0.104056 -0.0552101 0.271537 
98512 2 0.477001 16.043 7.06112 0.325763 0.0414199 0.662096 
108926 2 0.417573 19.079 7.69108 0.124618 0.0633259 -0.634423 
109091 2 0.57829 16.961 8.04201 0.282241 -0.174015 -0.473369 
98511 2 0.0572685 16.7543 6.84312 0.107222 -0.153372 0.111484 
107655 2 0.0229369 16.0333 9.02321 0.561957 0.052585 -0.0439385 
107656 2 0.233832 18.0074 8.94386 0.167229 0.652509 0.0245451 
98238 2 0.358642 16.6061 9.96866 0.108072 -0.215142 0.567814 
108276 2 0.550368 16.5694 10.3228 0.676098 0.415355 -0.107571 
108275 2 0.670396 18.7539 10.0135 -0.19796 -0.12811 -0.355738 
100023 2 0.658254 17.2727 15.8911 -0.0568181 -0.136997 -0.265591 
111191 2 0.608402 17.4331 18.7361 0.256302 0.0283599 -0.00436484 
110596 2 0.258011 18.5924 17.1061 0.629786 0.158828 0.141086 
110595 2 0.375657 17.5099 18.1898 0.161003 -0.124366 -0.262488 
97800 2 0.250503 19.0146 19.4118 0.265743 -0.114493 -0.0198822 
111192 2 0.751215 15.4778 18.6458 0.305421 -0.0419477 0.123797 
111229 2 0.924245 17.8172 23.0121 -0.119502 0.0392514 0.24449 
107408 2 0.0187035 18.1585 22.5942 0.182372 0.30654 0.293305 
98443 2 0.0576785 16.946 21.5269 -0.246892 -0.248607 -0.0572757 
98444 2 0.365296 19.1171 21.3037 0.0473759 0.285962 0.0485766 
110702 2 0.748866 17.5446 24.0708 -0.369606 -0.347301 -0.530093 
96222 2 0.447919 15.0785 20.3285 -0.4485 0.349346 0.0882376 
107407 2 0.597853 18.4255 22.4303 -0.263473 0.950475 -0.166043 
103443 2 0.114163 18.1263 20.0016 -0.59762 -0.539102 -0.0118986 
99233 2 0.11981 19.1569 26.5074 -0.148477 0.164857 0.163124 
114416 2 0.904129 18.5754 26.78 -0.160194 -0.181016 0.0362444 
97711 2 0.307349 19.6203 28.6805 -0.332973 -0.109765 -0.171281 
108120 2 0.110113 17.3349 25.4007 -0.0103142 0.41808 0.0102594 
97712 2 0.0992675 17.4527 29.1128 0.0877001 -0.0375485 -0.201983 
106450 2 0.96478 17.9602 25.1029 0.251578 -0.0542067 0.152939 
108119 2 0.0756583 16.1049 25.745 0.184407 0.410957 -0.0665432 
96625 2 0.856985 19.8027 28.8387 -0.189172 0.121576 0.23629 
101754 2 0.55576 16.1227 34.6478 -0.0614556 0.359377 0.00677943 
103974 2 0.837212 18.0954 33.3599 -0.183494 0.260651 0.00739042 
98957 2 0.688006 16.3795 34.4586 0.139045 0.166884 0.181989 
107240 2 0.506907 15.2681 39.8163 -0.172489 -0.0578845 0.275906 
107239 2 0.820388 17.498 39.7994 -0.859304 -0.0100167 0.011753 
101428 2 0.154415 17.9714 38.143 0.0919156 0.38736 0.03111 
101427 2 0.560804 19.0946 37.9755 0.0880037 0.219017 -0.405739 
105365 2 0.96656 22.248 4.45742 0.0355953 -0.391431 0.286936 
108925 2 0.336819 21.1025 7.87565 -0.428002 -0.0879908 -0.0227891 
97603 2 0.770774 21.9068 12.1852 -0.221344 0.163012 0.321909 
99112 2 0.81405 21.9063 11.0533 -0.100984 -0.347957 -0.272791 
109726 2 0.809029 23.5349 11.3609 -0.0577531 0.318132 0.314113 
109725 2 0.614066 21.8385 11.6214 0.159204 0.00100586 0.00395271 
103444 2 0.281848 20.1207 19.5943 -0.20117 -0.218731 0.086249 
108138 2 0.185576 22.0686 18.5373 -0.22603 0.196997 -0.218719 
108137 2 0.374748 23.6896 18.1799 -0.312035 -0.581859 0.325491 
100721 2 0.304425 23.7976 16.5812 0.218477 -0.35632 0.0786458 
97799 2 0.637137 21.1363 19.6948 -0.40275 0.0680905 -0.319934 
111688 2 0.833516 21.3893 19.313 -0.170047 -0.186195 0.284494 
100722 2 0.172101 23.7305 17.2634 0.0300321 -0.0868681 0.509738 
104950 2 0.241267 24.4609 24.0585 -0.35845 -0.135697 -0.51725 
100813 2 0.000577482 23.8753 21.8276 -0.472337 0.51069 -0.100079 
101644 2 0.892713 22.041 29.0936 0.125998 -0.171265 0.137895 
99234 2 0.286946 20.1996 27.4427 0.124343 0.0457472 -0.512727 
109083 2 0.765504 23.1033 25.4466 0.0745446 0.874199 -0.0871042 
101327 2 0.368111 21.4237 28.0384 0.084098 -0.0759986 -0.152833 
101328 2 0.442053 22.3022 28.2577 -0.0443759 -0.298405 -0.0074662 
107902 2 0.298881 23.2187 26.1697 -0.356685 0.0414466 0.0734884 
103754 2 0.338894 22.4094 27.9482 0.144259 0.814332 -0.32318 
103753 2 0.677761 22.4833 27.7953 -0.106925 -0.168957 0.239988 
113237 2 0.841775 20.0494 29.9211 -0.0593418 -0.0381236 -0.256524 
114415 2 0.974555 20.6989 26.5295 0.121016 0.0434659 -0.170223 
101105 2 0.628114 24.9388 30.8774 0.155175 0.315892 -0.690182 
114841 2 0.876995 24.233 34.3131 -0.126377 0.410989 -0.0199491 
114842 2 0.533533 22.1358 34.1361 0.114532 0.37834 0.10395 
103955 2 0.611575 24.8185 34.0078 -0.129793 0.171757 0.0743306 
101643 2 0.999003 22.7344 30.0231 0.0870615 0.363072 0.314624 
103940 2 0.166736 21.9149 39.2692 0.302689 0.29442 -1.02059 
97172 2 0.161008 24.0946 37.2394 -0.361899 -0.0397834 -0.0257686 
103939 2 0.804726 24.0325 39.5224 -0.49977 -0.28325 0.242725 
97171 2 0.709022 23.9213 37.0672 -0.0801848 0.280723 -0.167955 
114564 2 0.948078 26.131 3.54603 0.382205 -0.037684 -0.23467 
111162 2 0.428665 29.5263 12.4047 -0.269462 -0.270467 0.0480232 
98673 2 0.236455 27.9416 12.8603 0.600516 0.244744 0.536545 
100992 2 0.328492 29.3882 12.5073 0.286501 0.0646271 -0.179512 
98674 2 0.112767 26.1087 11.9436 0.0731906 0.587126 -0.368985 
105034 2 0.178928 29.1271 16.3771 0.099519 -0.0948404 -0.157866 
107798 2 0.980407 27.3668 20.1845 0.473589 -0.0731931 -0.197427 
100814 2 0.115536 25.2176 21.7015 0.530691 0.313497 -0.106949 
102178 2 0.181505 29.5865 23.73 0.112671 -0.241919 -0.12246 
107797 2 0.689238 25.1866 20.1367 0.296767 0.365281 -0.224586 
113959 2 0.190039 27.7771 20.5786 0.0811404 0.134358 -0.312434 
113960 2 0.760505 26.6476 20.8087 0.0576548 0.212888 0.00397636 
104949 2 0.506547 26.6647 24.2685 -0.125244 0.159184 -0.572241 
112323 2 0.428665 25.1362 25.0975 0.498284 -0.0660999 -0.301271 
112324 2 0.206358 25.1025 26.2171 -0.0299115 -0.517048 0.507793 
113668 2 0.107232 26.7215 29.8711 -0.0654836 0.134203 -0.0179506 
113667 2 0.424145 25.3825 29.4214 0.422156 0.421972 -0.167264 
96417 2 0.768453 25.6915 26.7017 0.307247 0.382221 -0.0684359 
107901 2 0.64508 25.2572 26.3501 0.278073 -0.402844 -0.0242759 
109562 2 0.990995 25.9699 29.724 0.607498 -0.0793356 0.617925 
101413 2 0.533783 27.7693 30.1737 -0.0898895 -0.0203634 0.187689 
101106 2 0.844974 27.0613 30.9155 0.402925 -0.0995056 0.195878 
101414 2 0.978075 27.5397 30.1866 -0.0205771 0.0138685 0.319347 
112088 2 0.387061 28.7443 36.4512 0.159473 0.177518 -0.402168 
114475 2 0.984057 30.0311 2.39755 -0.436259 0.387684 0.247 
104614 2 0.315756 34.559 4.33579 -0.0326515 0.446998 0.00373665 
115019 2 0.77748 30.9658 3.01814 0.53698 0.0875711 0.215073 
109464 2 0.0402304 34.5351 4.82776 -0.0364786 -0.342239 -0.491508 
104613 2 0.0629355 34.0356 4.19033 0.721884 0.474531 -0.155604 
113215 2 0.56881 34.0376 4.83648 -0.446687 0.00391932 -0.278044 
115020 2 0.841008 31.9123 2.93928 0.614921 0.11616 -0.0479023 
113216 2 0.239613 32.0804 5.0809 0.466427 0.109602 0.11127 
107667 2 0.896041 31.9699 5.41814 0.2146 -0.218306 0.303771 
100991 2 0.414829 31.4556 12.091 0.28405 0.0160967 0.346555 
96614 2 0.85344 34.2177 12.1495 0.268361 0.565471 0.129285 
97189 2 0.620193 33.6987 11.3442 -0.195556 -0.275391 -0.393019 
111161 2 0.384759 31.7041 12.2707 -0.513059 0.0834936 0.219273 
107855 2 0.999717 32.8665 11.3195 -0.0629047 0.313555 0.00459004 
100017 2 0.980252 30.7005 18.2875 -0.596359 0.185388 -0.0194438 
104905 2 0.116427 34.1686 18.6975 -0.29399 0.103861 0.154868 
105033 2 0.127754 30.2629 15.9675 -0.0630794 -0.0777373 -0.146957 
102177 2 0.473856 31.218 23.238 0.251773 0.0861442 0.233269 
100066 2 0.0270791 31.5058 24.0701 -0.28946 -0.417709 0.108529 
100065 2 0.10857 32.4881 24.5488 0.564719 0.30551 -0.214229 
114581 2 0.125241 30.4581 22.4994 0.684872 -0.0610112 0.100003 
114582 2 0.410351 30.0874 22.245 -0.483144 -0.0983465 0.0761984 
115162 2 0.962396 33.3866 27.7595 -0.418206 -0.681215 -0.0666067 
115161 2 0.583243 31.2245 27.7039 -0.472748 -0.419016 0.0331473 
96820 2 0.149358 33.7349 25.7041 -0.230827 -0.324503 -0.339703 
104750 2 0.888881 31.2301 32.9998 0.28437 0.166128 0.027207 
112087 2 0.624949 30.9154 36.3864 0.229707 -0.526945 -0.204766 
112631 2 0.78689 33.9964 37.7314 -0.307912 0.252919 -0.0478819 
112632 2 0.968181 33.6897 38.2445 0.173147 0.184332 0.0060774 
99017 2 0.70241 35.7459 1.33799 0.0271551 -0.130134 -0.173003 
97040 2 0.695666 37.3576 3.44865 -0.361329 0.136486 -0.0267974 
111946 2 0.244189 38.9535 1.33725 0.209953 0.27307 0.0125539 
106321 2 0.849886 36.9765 4.81957 0.12834 -0.00958821 0.318768 
112871 2 0.118481 39.2754 1.54612 0.134295 -0.147419 -0.309668 
97039 2 0.648539 38.0955 3.58701 -0.319892 0.0614768 -0.021173 
109463 2 0.464941 35.0178 4.96556 -0.507728 0.064409 0.389879 
113815 2 0.996942 36.29 3.73437 0.296445 -0.524394 -0.080643 
102772 2 0.310623 38.8588 6.81467 -0.11401 0.226575 0.458517 
112804 2 0.754543 39.3049 7.08702 -0.513996 -0.45309 -0.137022 
97190 2 0.939662 35.8771 11.5464 0.327182 -0.0863191 0.0179687 
102409 2 0.711325 38.403 13.321 0.149672 -0.24888 -0.195686 
102410 2 0.614844 36.2525 13.474 0.0150016 0.0724289 -0.0673929 
96866 2 0.818574 37.1388 13.8556 0.0942906 0.536939 0.384555 
96613 2 0.841785 35.8727 12.5306 -0.174051 0.254221 0.0218513 
96865 2 0.756515 35.0314 13.8102 0.529114 0.042122 0.277015 
97193 2 0.866037 39.7589 16.5866 -0.0348573 -0.262347 0.249324 
104906 2 0.612223 36.3023 18.8787 -0.437222 -0.193644 0.207811 
113025 2 0.902894 37.6351 19.347 -0.362203 -0.00557942 0.0143787 
97194 2 0.837985 37.6564 16.3955 -0.617196 -0.660843 -0.135469 
115169 2 0.68018 38.8 15.085 -0.104604 -0.087569 -0.349083 
109090 2 0.906559 38.0445 27.516 -0.178331 -0.30283 -0.0582494 
101013 2 0.409199 36.1287 26.066 -0.489967 -0.544167 0.366356 
96819 2 0.387226 35.7468 25.9482 0.216403 -0.238097 0.202811 
101453 2 0.581999 36.7682 29.9417 -0.240459 -0.0394454 -0.471154 
101454 2 0.793911 38.7409 29.5393 -0.0857654 0.599983 -0.334687 
101014 2 0.676793 38.3621 26.1795 0.0220123 -0.103915 0.0476458 
112275 2 0.619282 37.6163 31.4854 -0.557088 0.431914 -0.333728 
112276 2 0.804515 39.2144 31.2586 -0.423133 0.42178 0.243958 
100482 2 0.983107 37.3579 37.9295 -0.262823 0.232396 0.865696 
108503 2 0.971903 36.005 39.8022 0.295479 0.0174717 0.0235314 
103077 2 0.250771 39.1582 38.7624 -0.365748 0.167268 -0.598024 
109051 2 0.568465 39.7312 39.4976 0.264167 -0.145566 -0.0833889 
100481 2 0.468516 35.1649 38.0181 0.188275 -0.317758 0.295648 
110586 2 0.734061 38.8816 36.9324 -0.236374 0.0576997 -0.452565 
113046 2 3.25592 2.03506 0.842495 0.439323 0.315241 0.20939 
106652 2 2.72062 1.82834 2.46646 -0.607713 0.51744 -0.309841 
103676 2 2.88466 4.53751 2.35115 -0.358608 -0.402298 -0.538308 
113045 2 3.32279 3.46118 0.670061 0.370091 -0.101768 0.375902 
105303 2 3.01144 4.81971 4.05816 -0.0211038 -0.175622 0.117456 
99419 2 3.18983 4.69931 3.11268 -0.132544 0.197 0.279616 
96856 2 3.30387 0.58442 0.967993 0.0999557 -0.0905247 -0.116601 
106845 2 2.95477 4.57105 0.978797 0.2872 0.180352 0.104101 
98926 2 1.64773 3.839 4.95405 -0.0364631 -0.376137 -0.246431 
100627 2 3.53324 0.418898 1.03073 -0.601465 0.0172158 0.358795 
110383 2 1.95922 2.07834 4.31879 -0.411244 0.0340857 0.0154792 
114776 2 1.6433 2.30221 0.338628 -0.100989 -0.341822 -0.0659433 
110384 2 2.5644 4.15484 3.79348 -0.191358 -0.0857681 0.0832208 
107982 2 2.85941 0.653841 3.38033 0.164379 -0.191513 -0.266021 
108088 2 1.88045 2.02877 0.991116 -0.142926 0.804692 -0.129627 
108087 2 1.68834 3.22555 0.892644 0.267595 -0.0916197 0.00518863 
103675 2 2.75067 2.63828 2.3266 -0.497428 0.206 -0.0574104 
114775 2 2.31662 3.85116 0.429778 -0.107619 -0.306334 0.312276 
96687 2 3.98445 4.41876 1.87652 -0.803899 0.0349764 -0.0775674 
113052 2 3.25895 2.11441 0.991197 0.0626107 -0.170507 0.145123 
111712 2 1.45079 4.02913 2.39185 0.35947 -0.199689 -0.0868566 
113051 2 3.8541 1.14916 1.01194 0.0203114 0.557627 0.425393 
98925 2 1.6944 1.93759 4.8634 -0.00735382 0.379714 0.221399 
114221 2 3.20204 1.80844 0.111883 0.132425 0.0791855 -0.0228392 
113848 2 3.41627 3.61516 4.79192 0.378352 0.438678 -0.0814353 
103473 2 3.55069 3.58256 0.428861 0.662661 0.50147 -0.306996 
101073 2 2.27507 4.48559 1.73603 0.258439 0.0721735 0.24653 
100628 2 3.31182 2.13345 1.83152 -0.254381 -0.260017 0.0152145 
110150 2 3.01715 4.86429 4.71354 -0.755465 0.46093 -0.404955 
113936 2 3.55719 0.250672 1.90419 -0.00512812 0.49368 -0.608463 
99894 2 2.66059 4.92767 4.87884 -0.488285 0.307857 -0.0644259 
113847 2 3.05278 1.72392 4.91207 -0.224847 -0.170143 0.360182 
99893 2 2.66471 2.81272 4.87942 0.155688 -0.077264 -0.288606 
97737 2 3.90776 3.97485 4.13058 -0.273226 0.263563 -0.1693 
107981 2 2.24515 1.10945 3.3818 -0.476082 0.541215 -0.569309 
98036 2 3.84607 1.06484 2.14764 -0.461731 0.847754 -0.193371 
109613 2 2.62781 2.2003 9.91689 -0.336529 0.445158 0.103062 
111225 2 2.31694 4.50138 9.79784 0.305517 -0.0853506 -0.612285 
107189 2 2.5344 0.928246 9.35959 -0.0169576 0.141374 -0.00778587 
114316 2 1.7418 0.977909 6.94829 -0.0723298 0.209834 0.309963 
112904 2 3.06491 1.87448 8.12795 0.0679082 -0.244216 -0.0700152 
110879 2 3.75539 3.32992 8.67678 -0.291286 -0.0376063 -0.424809 
110418 2 3.16006 3.64524 5.37503 -0.137775 -0.0895846 0.0055745 
108996 2 3.44702 3.86982 7.34335 -0.421966 0.0224508 0.34082 
114759 2 2.438 3.42256 5.2352 0.33046 0.505414 -0.200723 
112803 2 1.0567 1.46088 6.76979 0.102788 -0.540991 0.0181046 
106908 2 1.5622 4.00475 7.02396 -0.301291 0.378303 0.419619 
103354 2 3.64336 4.28899 8.38407 0.625674 0.724996 -0.385862 
112903 2 3.43869 1.35745 8.31496 -0.317559 0.800553 0.0104363 
113861 2 2.99068 4.69709 7.8966 0.585684 0.109674 0.4849 
114760 2 2.25308 1.34338 5.32654 -0.286185 0.296173 -0.497235 
109614 2 2.4047 3.80476 9.86339 -0.572278 0.0447353 -0.596763 
101705 2 3.0744 4.11284 5.63145 -0.235924 0.291985 -0.632502 
103715 2 3.80018 4.41509 9.42494 -0.0443367 0.0300735 -0.0750026 
97884 2 1.40706 3.5618 8.54821 0.562212 0.499309 -0.123413 
109417 2 2.172 3.78748 7.7879 -0.154858 0.252445 0.267624 
113450 2 2.72709 4.89631 7.99435 0.680099 -0.0168859 -0.425499 
114677 2 3.95361 0.0333147 6.6351 0.0693096 0.300543 0.240872 
105827 2 1.54962 2.36127 5.81289 -0.284058 -0.250527 -0.47667 
109104 2 2.66703 2.40958 7.77662 -0.25086 0.0788092 -0.117256 
113449 2 2.55122 2.8005 8.47758 0.135545 0.753164 -0.425496 
106907 2 1.91064 4.44907 7.36577 -0.115035 -0.0124025 0.227777 
97372 2 3.98085 0.132693 8.56373 0.534818 0.432437 0.413434 
105828 2 1.2207 3.21774 5.54596 -0.093586 0.405651 -0.452718 
109103 2 3.2355 4.51251 8.11098 -0.219463 0.237973 -0.559489 
105698 2 3.45732 2.38408 8.17498 -0.660768 0.341639 0.246875 
109418 2 2.55743 4.27806 8.2727 -0.0460423 0.159789 0.551764 
114678 2 3.88466 1.78768 6.81165 0.422409 -0.112165 -0.403537 
98256 2 3.41747 4.56541 9.89239 -0.107157 0.294042 0.106016 
105697 2 3.33378 0.229422 7.98884 -0.135296 0.0489828 -0.313548 
110880 2 3.79976 2.97 8.12297 0.0257638 0.39433 -0.292178 
103904 2 3.28113 4.76812 13.3673 -0.114797 -0.0188184 -0.484455 
99161 2 3.53824 2.1082 13.663 0.493378 0.562972 0.239838 
98853 2 3.69295 3.7664 12.2573 0.0751552 -0.100144 0.154832 
106393 2 2.44737 3.81407 10.8261 0.3503 0.217788 -0.427452 
102189 2 3.05488 1.9128 11.5089 0.856454 0.297303 -0.183192 
110781 2 2.66398 2.79335 11.3309 -0.180029 -0.287188 0.499518 
114730 2 2.25002 1.20092 13.5584 -0.0676863 -0.735656 -0.181522 
112558 2 3.38959 1.34864 13.0189 0.0830321 0.26961 0.153798 
98854 2 3.82572 2.9641 11.8717 -0.240312 0.24866 0.0435382 
113965 2 1.64396 1.22342 12.8527 -0.170139 -0.486311 0.0652389 
110782 2 2.1666 0.657397 10.7761 0.538163 -0.189745 -0.394678 
104213 2 2.01842 2.41588 14.798 -0.303882 0.196688 0.141283 
100190 2 1.42381 4.90385 11.3732 -0.119931 -0.0435631 0.379957 
105029 2 3.70817 3.33756 11.4257 -0.466937 0.228705 -0.483601 
96342 2 3.92689 0.266854 11.094 0.532419 -0.0976358 0.263989 
100930 2 3.2275 4.98352 12.3833 -0.124573 0.229828 0.223952 
99162 2 3.61977 3.87261 13.6779 -0.0189914 -0.070763 -0.344323 
113966 2 2.15834 3.36833 12.9373 -0.231486 0.25082 0.142257 
100929 2 2.5476 2.85232 12.277 -0.271023 -0.121897 -0.707778 
97222 2 3.76256 2.05509 14.7013 -0.107666 0.0820953 -0.189834 
100189 2 1.28753 2.90453 11.4635 -0.489125 -0.393114 0.544228 
105786 2 1.4656 2.88388 12.2789 0.111783 0.169446 0.0176133 
113240 2 3.47754 2.35105 10.8769 -0.137435 -0.0318008 -0.293179 
109711 2 1.17014 2.71361 10.7756 0.482552 -0.262403 0.209961 
102398 2 1.37851 1.51634 12.593 -0.266149 -0.115721 0.384506 
102397 2 1.64001 2.25067 13.3871 -0.474441 0.509743 0.305438 
104214 2 1.7622 0.314277 14.3045 -0.703907 0.210265 0.0625615 
105030 2 3.51317 1.26447 11.1001 0.138478 0.110173 -0.514896 
99109 2 2.74137 4.55716 11.038 -0.0817065 -0.278005 0.00746913 
103903 2 3.39327 3.89165 13.635 0.381723 0.406407 -0.468286 
97221 2 3.30176 1.10198 14.6237 -0.243232 0.075328 0.286118 
109712 2 1.17212 3.32233 11.1876 0.352488 0.943069 -0.127309 
99647 2 2.66748 1.53193 14.8402 0.203046 -0.0169347 -0.158688 
99110 2 2.63188 3.73522 10.1641 -0.571658 0.413064 -0.521405 
113239 2 3.36097 0.122366 10.9088 -0.0894046 0.90608 -0.12136 
114729 2 1.98824 3.1652 14.16 0.303785 -0.121122 -0.325391 
108852 2 3.96242 4.3165 12.3929 0.249087 0.141472 -0.392511 
106394 2 2.23282 1.74562 10.5085 -0.27286 -0.187023 -0.162345 
99648 2 2.89975 0.204059 14.8453 0.138687 0.313247 0.157493 
103230 2 3.14909 0.126696 11.4384 -0.159601 -0.000589657 -0.160196 
102229 2 2.55657 0.621467 18.1803 -0.205981 -0.100365 0.407958 
107083 2 3.73957 0.0213788 19.4381 -0.362635 -0.593352 0.0671352 
