year,day,hour,minute,station_type,station_id,lake,data_format,air_temp,dew_point,wind_speed,max_gust,water_temp
2025,26,2,24,1,MRHO1,4.0,9,0.0,-8.6,4.1,6.7,0.0
2025,26,2,30,1,BUFN6,4.0,9,-5.3,-9.7,3.1,4.1,3.0
2025,26,2,30,1,DTLM4,2.0,9,-1.9,-5.5,6.2,10.8,1.8
2025,26,2,30,1,FAIO1,4.0,9,0.2,-6.0,9.8,12.9,0.2
2025,26,2,30,1,HLNM4,1.0,9,0.8,-3.2,10.3,12.3,0.1
2025,26,2,30,1,HRBM4,2.0,9,-0.3,-4.4,8.2,12.3,2.1
2025,26,2,30,1,MACM4,1.0,9,-2.4,-5.7,7.7,10.8,0.2
2025,26,2,30,1,MNMM4,1.0,9,-2.9,-9.9,6.7,9.8,1.9
2025,26,2,30,1,MRHO1,4.0,9,-0.1,-8.5,3.1,7.7,0.0
2025,26,2,36,1,BUFN6,4.0,9,-5.4,-9.7,2.6,3.1,3.0
2025,26,2,36,1,DTLM4,2.0,9,-1.9,-5.5,6.2,11.8,1.8
2025,26,2,36,1,FAIO1,4.0,9,0.4,-5.9,8.7,12.9,0.2
2025,26,2,36,1,HLNM4,1.0,9,0.5,-3.2,8.2,11.8,0.1
2025,26,2,36,1,HRBM4,2.0,9,-0.4,-4.2,7.2,12.3,2.0
2025,26,2,36,1,MACM4,1.0,9,-2.3,-5.5,7.7,11.3,0.2
2025,26,2,36,1,MNMM4,1.0,9,-2.9,-9.8,6.7,10.8,1.9
2025,26,2,36,1,MRHO1,4.0,9,-0.1,-8.5,3.6,7.2,0.0
2025,26,2,42,1,BUFN6,4.0,9,-5.0,-9.2,3.6,4.1,3.0
2025,26,2,42,1,DTLM4,2.0,9,-1.9,-5.5,4.6,11.3,1.8
2025,26,2,42,1,FAIO1,4.0,9,0.4,-6.0,7.7,11.8,0.2
2025,26,2,42,1,HLNM4,1.0,9,0.5,-3.8,10.3,13.9,0.1
2025,26,2,42,1,HRBM4,2.0,9,-0.6,-4.2,6.7,11.8,2.0
2025,26,2,42,1,MACM4,1.0,9,-2.2,-5.3,8.7,11.8,0.2
2025,26,2,42,1,MNMM4,1.0,9,-3.0,-9.7,6.2,10.3,1.9
2025,26,2,42,1,MRHO1,4.0,9,-0.2,-8.5,3.1,5.1,0.0
2025,26,2,48,1,BUFN6,4.0,9,-5.0,-9.2,2.6,3.6,3.0
2025,26,2,48,1,DTLM4,2.0,9,-2.0,-5.6,5.7,10.3,1.8
2025,26,2,48,1,FAIO1,4.0,9,0.4,-5.9,9.8,11.8,0.2
2025,26,2,48,1,HLNM4,1.0,9,0.5,-3.7,10.8,13.4,0.1
2025,26,2,48,1,HRBM4,2.0,9,-0.8,-4.2,7.2,10.3,2.0
2025,26,2,48,1,MACM4,1.0,9,-2.2,-5.3,9.3,13.9,0.2
2025,26,2,48,1,MNMM4,1.0,9,-3.0,-9.8,7.2,10.3,1.9
2025,26,2,48,1,MRHO1,4.0,9,-0.3,-8.5,2.1,5.7,0.0
2025,26,2,54,1,BUFN6,4.0,9,-5.1,-9.1,2.6,3.6,3.0
2025,26,2,54,1,DTLM4,2.0,9,-2.2,-5.8,5.1,10.8,1.8
2025,26,2,54,1,FAIO1,4.0,9,0.5,-5.9,10.3,12.9,0.2
2025,26,2,54,1,HLNM4,1.0,9,0.5,-3.4,9.8,12.9,0.1
2025,26,2,54,1,HRBM4,2.0,9,-0.8,-4.1,8.2,10.8,2.0
2025,26,2,54,1,MACM4,1.0,9,-2.3,-5.3,8.2,11.3,0.2
2025,26,2,54,1,MNMM4,1.0,9,-3.1,-10.0,6.7,9.3,1.9
2025,26,2,54,1,MRHO1,4.0,9,-0.1,-8.5,2.6,5.1,0.0
2025,26,3,0,1,BUFN6,4.0,9,-5.1,-9.0,3.1,4.1,3.0
2025,26,3,0,1,DTLM4,2.0,9,-2.3,-5.8,6.2,11.3,1.8
2025,26,3,0,1,FAIO1,4.0,9,0.6,-5.9,10.3,12.3,0.2
2025,26,3,0,1,HLNM4,1.0,9,0.5,-3.4,8.7,13.4,0.1
2025,26,3,0,1,HRBM4,2.0,9,-0.8,-3.9,8.2,11.8,2.0
2025,26,3,0,1,MACM4,1.0,9,-2.3,-5.2,9.3,12.3,0.2
2025,26,3,0,1,MNMM4,1.0,9,-3.2,-9.9,6.2,9.8,1.9
2025,26,3,0,1,MRHO1,4.0,9,-0.3,-8.6,2.6,6.2,0.0
2025,26,3,6,1,BUFN6,4.0,9,-5.1,-8.8,3.6,4.1,3.0
2025,26,3,6,1,DTLM4,2.0,9,-2.4,-5.8,5.1,10.8,1.8
2025,26,3,6,1,FAIO1,4.0,9,0.7,-5.8,10.8,13.9,0.2
2025,26,3,6,1,HLNM4,1.0,9,0.6,-4.0,10.8,13.9,0.1
2025,26,3,6,1,HRBM4,2.0,9,-0.9,-3.9,7.2,11.8,2.0
2025,26,3,6,1,MACM4,1.0,9,-2.3,-4.9,7.2,10.8,0.2
2025,26,3,6,1,MNMM4,1.0,9,-3.2,-9.9,6.7,9.8,1.9
2025,26,3,6,1,MRHO1,4.0,9,-0.3,-8.5,2.6,7.2,0.0
2025,26,3,12,1,BUFN6,4.0,9,-4.8,-8.3,2.6,4.1,3.0
2025,26,3,12,1,DTLM4,2.0,9,-2.5,-5.7,4.6,7.7,1.8
2025,26,3,12,1,FAIO1,4.0,9,0.7,-5.8,10.3,13.4,0.2
2025,26,3,12,1,HLNM4,1.0,9,0.4,-4.2,10.3,13.4,0.1
2025,26,3,12,1,HRBM4,2.0,9,-0.9,-3.8,7.7,10.3,2.0
2025,26,3,12,1,MACM4,1.0,9,-2.3,-4.8,7.7,10.3,0.2
2025,26,3,12,1,MNMM4,1.0,9,-3.2,-9.9,6.2,9.3,1.9
2025,26,3,12,1,MRHO1,4.0,9,-0.1,-8.5,3.1,6.7,0.0
2025,26,3,18,1,BUFN6,4.0,9,-4.5,-7.9,2.6,3.6,3.0
2025,26,3,18,1,DTLM4,2.0,9,-2.5,-5.7,5.1,8.2,1.8
2025,26,3,18,1,FAIO1,4.0,9,1.0,-5.6,9.8,13.4,0.2
2025,26,3,18,1,HLNM4,1.0,9,0.3,-4.2,10.3,12.9,0.1
2025,26,3,18,1,HRBM4,2.0,9,-0.9,-3.8,6.7,10.3,1.9
2025,26,3,18,1,MACM4,1.0,9,-2.3,-4.7,8.7,11.8,0.2
2025,26,3,18,1,MNMM4,1.0,9,-3.3,-10.1,6.7,10.3,1.9
2025,26,3,18,1,MRHO1,4.0,9,0.0,-8.4,3.1,7.7,0.0
2025,26,3,24,1,BUFN6,4.0,9,-3.9,-7.2,3.6,4.6,3.0
2025,26,3,24,1,DTLM4,2.0,9,-2.6,-5.7,5.1,7.2,1.8
2025,26,3,24,1,FAIO1,4.0,9,1.1,-5.6,11.8,13.4,0.2
2025,26,3,24,1,HLNM4,1.0,9,0.3,-3.9,9.8,12.9,0.1
2025,26,3,24,1,HRBM4,2.0,9,-0.9,-3.8,7.2,9.8,1.9
2025,26,3,24,1,MACM4,1.0,9,-2.5,-4.4,8.2,12.9,0.2
2025,26,3,24,1,MNMM4,1.0,9,-3.4,-9.9,5.1,8.2,1.9
2025,26,3,24,1,MRHO1,4.0,9,0.2,-8.3,3.6,6.7,0.0
2025,26,3,30,1,BUFN6,4.0,9,-3.3,-6.8,4.1,4.6,3.0
2025,26,3,30,1,DTLM4,2.0,9,-2.7,-5.7,5.1,7.7,1.8
2025,26,3,30,1,FAIO1,4.0,9,1.2,-5.6,10.3,13.4,0.2
2025,26,3,30,1,HLNM4,1.0,9,0.2,-4.6,10.8,13.9,0.1
2025,26,3,30,1,HRBM4,2.0,9,-0.9,-3.8,8.2,11.3,1.9
2025,26,3,30,1,MACM4,1.0,9,-2.6,-4.3,7.7,10.3,0.1
2025,26,3,30,1,MNMM4,1.0,9,-3.5,-10.0,6.2,9.3,1.9
2025,26,3,30,1,MRHO1,4.0,9,0.5,-8.2,3.6,7.2,0.0
2025,26,3,54,1,BUFN6,4.0,9,-2.6,-6.5,4.1,5.7,3.0
2025,26,3,54,1,DTLM4,2.0,9,-3.1,-5.4,3.6,7.7,1.8
2025,26,3,54,1,FAIO1,4.0,9,1.3,-5.4,10.3,13.9,0.2
2025,26,3,54,1,HLNM4,1.0,9,-0.1,-4.1,10.3,12.9,0.1
2025,26,3,54,1,HRBM4,2.0,9,-0.9,-4.1,9.3,11.8,1.8
2025,26,3,54,1,MACM4,1.0,9,-3.1,-4.1,7.2,11.8,0.2
2025,26,3,54,1,MNMM4,1.0,9,-3.6,-10.0,6.2,8.7,1.9
2025,26,3,54,1,MRHO1,4.0,9,0.7,-8.2,3.6,7.2,0.0
2025,26,4,0,1,BUFN6,4.0,9,-2.4,-6.3,3.6,5.1,3.0
2025,26,4,0,1,DTLM4,2.0,9,-3.2,-5.3,3.6,5.1,1.8
2025,26,4,0,1,FAIO1,4.0,9,1.1,-5.5,11.3,14.9,0.2
2025,26,4,0,1,HLNM4,1.0,9,-0.2,-4.6,10.8,13.9,0.1
2025,26,4,0,1,HRBM4,2.0,9,-1.0,-4.3,6.7,10.8,1.8
2025,26,4,0,1,MACM4,1.0,9,-3.2,-4.2,7.7,10.3,0.2
2025,26,4,0,1,MNMM4,1.0,9,-3.7,-10.1,5.1,8.2,1.9
2025,26,4,0,1,MRHO1,4.0,9,0.8,-8.1,3.6,6.2,0.0
2025,26,4,6,1,BUFN6,4.0,9,-2.3,-6.1,4.6,5.1,3.0
2025,26,4,6,1,DTLM4,2.0,9,-3.3,-5.3,4.6,6.7,1.8
2025,26,4,6,1,FAIO1,4.0,9,1.4,-5.3,11.8,14.9,0.2
2025,26,4,6,1,HLNM4,1.0,9,-0.3,-4.9,10.3,12.3,0.1
2025,26,4,6,1,HRBM4,2.0,9,-1.0,-4.5,8.2,11.8,1.8
2025,26,4,6,1,MACM4,1.0,9,-3.2,-4.3,6.7,10.3,0.2
2025,26,4,6,1,MNMM4,1.0,9,-3.6,-10.2,6.2,9.8,1.9
2025,26,4,6,1,MRHO1,4.0,9,0.9,-8.1,3.6,6.2,0.0
2025,26,4,12,1,BUFN6,4.0,9,-2.0,-5.8,4.1,6.7,3.0
2025,26,4,12,1,DTLM4,2.0,9,-3.4,-5.2,4.1,6.2,1.8
2025,26,4,12,1,FAIO1,4.0,9,1.4,-5.2,12.3,14.9,0.2
2025,26,4,12,1,HLNM4,1.0,9,-0.3,-4.7,10.3,12.3,0.1
2025,26,4,12,1,HRBM4,2.0,9,-1.2,-4.7,6.2,9.3,1.8
2025,26,4,12,1,MACM4,1.0,9,-3.2,-4.5,6.7,10.3,0.2
2025,26,4,12,1,MNMM4,1.0,9,-3.7,-10.1,6.2,10.3,1.8
2025,26,4,12,1,MRHO1,4.0,9,1.0,-8.1,5.1,8.7,0.0
2025,26,4,18,1,BUFN6,4.0,9,-1.4,-6.1,6.2,7.2,3.0
2025,26,4,18,1,DTLM4,2.0,9,-3.4,-5.0,3.6,6.7,1.8
2025,26,4,18,1,FAIO1,4.0,9,1.6,-5.0,13.9,17.0,0.2
2025,26,4,18,1,HLNM4,1.0,9,-0.4,-5.1,8.7,11.8,0.1
2025,26,4,18,1,HRBM4,2.0,9,-1.2,-4.7,6.7,9.8,1.8
2025,26,4,18,1,MACM4,1.0,9,-3.2,-4.6,6.2,9.3,0.2
2025,26,4,18,1,MNMM4,1.0,9,-3.9,-10.0,5.7,8.2,1.8
2025,26,4,18,1,MRHO1,4.0,9,1.1,-8.0,5.1,8.2,0.0
2025,26,4,24,1,BUFN6,4.0,9,-1.2,-6.1,6.7,8.2,3.0
2025,26,4,24,1,DTLM4,2.0,9,-3.4,-4.8,4.1,6.2,1.8
2025,26,4,24,1,FAIO1,4.0,9,1.9,-4.6,13.4,16.5,0.2
2025,26,4,24,1,HLNM4,1.0,9,-0.4,-4.8,9.3,11.3,0.1
2025,26,4,24,1,HRBM4,2.0,9,-1.3,-4.8,7.2,10.3,1.9
2025,26,4,24,1,MACM4,1.0,9,-3.0,-4.4,7.2,9.8,0.2
2025,26,4,24,1,MNMM4,1.0,9,-3.8,-10.1,7.2,8.7,1.9
2025,26,4,24,1,MRHO1,4.0,9,1.2,-7.9,5.7,9.8,0.0
2025,26,4,30,1,BUFN6,4.0,9,-1.1,-5.9,6.7,8.2,3.0
2025,26,4,30,1,DTLM4,2.0,9,-3.6,-4.7,4.1,6.7,1.8
2025,26,4,30,1,FAIO1,4.0,9,1.9,-4.3,13.9,16.5,0.2
2025,26,4,30,1,HLNM4,1.0,9,-0.5,-4.6,10.3,12.3,0.1
2025,26,4,30,1,HRBM4,2.0,9,-1.1,-4.6,7.2,9.8,1.9
2025,26,4,30,1,MACM4,1.0,9,-3.0,-4.4,6.2,9.3,0.2
2025,26,4,30,1,MNMM4,1.0,9,-3.9,-9.9,7.2,9.3,1.9
2025,26,4,30,1,MRHO1,4.0,9,1.0,-8.0,4.1,8.2,0.0
2025,26,5,0,1,BUFN6,4.0,9,-0.4,-5.7,8.7,10.8,3.0
2025,26,5,0,1,DTLM4,2.0,9,-3.4,-4.2,4.6,6.7,1.8
2025,26,5,0,1,FAIO1,4.0,9,1.5,-3.1,14.4,18.5,0.2
2025,26,5,0,1,HLNM4,1.0,9,-1.1,-5.7,8.7,11.8,0.1
2025,26,5,0,1,HRBM4,2.0,9,-1.2,-4.8,7.7,11.3,1.8
2025,26,5,0,1,MACM4,1.0,9,-3.2,-4.4,7.7,10.3,0.1
2025,26,5,0,1,MNMM4,1.0,9,-4.2,-9.9,6.2,10.3,1.8
2025,26,5,0,1,MRHO1,4.0,9,0.7,-8.0,4.1,7.2,0.0
2025,26,5,24,1,BUFN6,4.0,9,-0.4,-3.6,7.7,13.9,3.0
2025,26,5,24,1,DTLM4,2.0,9,-3.1,-5.0,6.7,9.8,1.8
2025,26,5,24,1,FAIO1,4.0,9,1.2,-2.6,15.9,19.0,0.2
2025,26,5,24,1,HLNM4,1.0,9,-1.2,-5.6,9.3,11.8,0.2
2025,26,5,24,1,HRBM4,2.0,9,-1.9,-5.4,5.1,9.8,1.8
2025,26,5,24,1,MACM4,1.0,9,-3.4,-5.6,6.2,10.3,0.1
2025,26,5,24,1,MNMM4,1.0,9,-4.4,-10.3,6.7,9.3,1.8
2025,26,5,24,1,MRHO1,4.0,9,0.5,-8.0,4.1,7.2,0.0
2025,26,5,30,1,BUFN6,4.0,9,-0.1,-3.1,11.8,15.4,3.0
2025,26,5,30,1,DTLM4,2.0,9,-3.1,-5.3,4.6,10.8,1.8
2025,26,5,30,1,FAIO1,4.0,9,1.1,-2.8,15.4,19.0,0.2
2025,26,5,30,1,HLNM4,1.0,9,-1.2,-5.9,9.3,10.8,0.2
2025,26,5,30,1,HRBM4,2.0,9,-2.0,-5.5,6.2,9.8,1.8
2025,26,5,30,1,MACM4,1.0,9,-3.5,-5.6,6.2,9.8,0.1
2025,26,5,30,1,MNMM4,1.0,9,-4.4,-10.2,6.7,10.3,1.8
2025,26,5,30,1,MRHO1,4.0,9,0.5,-8.0,3.6,8.2,0.0
2025,26,5,54,1,BUFN6,4.0,9,0.2,-3.4,12.9,14.9,3.0
2025,26,5,54,1,DTLM4,2.0,9,-3.3,-6.0,5.7,9.8,1.8
2025,26,5,54,1,FAIO1,4.0,9,0.6,-2.9,14.9,17.5,0.2
2025,26,5,54,1,HLNM4,1.0,9,-1.3,-5.6,8.2,11.3,0.5
2025,26,5,54,1,HRBM4,2.0,9,-2.0,-5.6,7.7,10.3,1.8
2025,26,5,54,1,MACM4,1.0,9,-3.5,-5.5,7.2,10.3,0.1
2025,26,5,54,1,MNMM4,1.0,9,-4.5,-10.4,6.2,9.3,1.8
2025,26,5,54,1,MRHO1,4.0,9,0.4,-7.9,5.1,8.7,0.0
2025,26,6,0,1,BUFN6,4.0,9,0.0,-3.3,10.8,14.4,3.0
2025,26,6,0,1,DTLM4,2.0,9,-3.6,-6.3,3.1,7.7,1.8
2025,26,6,0,1,HLNM4,1.0,9,-1.4,-5.8,8.2,10.8,0.5
2025,26,6,0,1,HRBM4,2.0,9,-2.2,-5.7,6.2,10.3,1.8
2025,26,6,0,1,MACM4,1.0,9,-3.6,-5.5,6.2,10.3,0.1
2025,26,6,0,1,MNMM4,1.0,9,-4.5,-10.4,6.7,9.3,1.8
2025,26,6,0,1,MRHO1,4.0,9,0.3,-7.9,4.1,8.7,0.0
2025,26,6,6,1,BUFN6,4.0,9,0.0,-3.4,10.8,13.9,3.0
2025,26,6,6,1,DTLM4,2.0,9,-3.5,-6.3,6.2,9.3,1.8
2025,26,6,6,1,FAIO1,4.0,9,0.5,-2.8,13.4,17.5,0.2
2025,26,6,6,1,HLNM4,1.0,9,-1.5,-5.7,7.7,11.8,0.5
2025,26,6,6,1,HRBM4,2.0,9,-2.3,-5.8,6.7,11.3,1.8
2025,26,6,6,1,MACM4,1.0,9,-3.5,-5.5,6.7,9.3,0.1
2025,26,6,6,1,MNMM4,1.0,9,-4.7,-10.4,4.1,8.7,1.8
2025,26,6,6,1,MRHO1,4.0,9,0.3,-8.6,4.6,8.2,0.0
2025,26,6,12,1,BUFN6,4.0,9,0.1,-3.5,12.3,13.9,3.0
2025,26,6,12,1,DTLM4,2.0,9,-3.6,-6.5,4.1,7.2,1.8
2025,26,6,12,1,FAIO1,4.0,9,0.4,-2.8,14.4,17.5,0.2
2025,26,6,12,1,HLNM4,1.0,9,-1.4,-5.9,7.7,9.8,0.5
2025,26,6,12,1,HRBM4,2.0,9,-2.4,-5.9,6.7,8.7,1.8
2025,26,6,12,1,MACM4,1.0,9,-3.5,-5.6,7.2,9.8,0.2
2025,26,6,12,1,MNMM4,1.0,9,-4.7,-10.5,4.6,6.7,1.8
2025,26,6,12,1,MRHO1,4.0,9,0.2,-8.5,4.6,8.2,0.0
2025,26,6,18,1,BUFN6,4.0,9,0.1,-3.5,11.8,13.9,3.0
2025,26,6,18,1,DTLM4,2.0,9,-3.6,-6.5,5.1,7.2,1.8
2025,26,6,18,1,FAIO1,4.0,9,0.4,-2.7,13.9,15.9,0.2
2025,26,6,18,1,HLNM4,1.0,9,-1.4,-5.6,7.2,9.8,0.6
2025,26,6,18,1,HRBM4,2.0,9,-2.5,-6.0,6.2,8.7,1.8
2025,26,6,18,1,MACM4,1.0,9,-3.6,-5.4,6.7,10.3,0.2
2025,26,6,18,1,MNMM4,1.0,9,-4.6,-10.4,4.6,7.7,1.8
2025,26,6,18,1,MRHO1,4.0,9,0.2,-8.2,4.1,6.7,0.0
